Review,Sentiment
D'Light Restaurant memuaskan hati pelanggang..Dok reti nok komen dah...Mesra pelanggang.makanan sedap&mesra pelanggang,1
tempat tiptop..tp servis agak lambat..baiki kelemahan untuk terus maju kedepan..👍,0
"Absolutely amazing! The best authentic Thai food run by a Thai-born lady boss.
The place is clean and good service. You get a lot of food as well for the price. 👍👍👍",1
Cosy and friendly ambient,1
"Always a good time at tastehut restaurant. Delicious food, great service and friendly staff!",1
"Reasonable price with nice service from their staffs
Worth to have a try if you are visiting Kuala Terengganu ❤",1
"Tingganu worth a taste - a seafood restaurant
Delicious taste, fair price, good looking
Everyone - sure - must have a taste,
You will know if you don't eat it, you will go treasure",1
"Hing Kee is a restaurant that has been tasting straight. The success of this restaurant is with the boss personally cooking oh and the boss's wife to ask questions. Although the boss is a teenager, the cooking skills will not be lost to the teacher father oh,, friends, you can try, you know if I am not lying, Every dish has its taste oh,,,,,,,,,,",1
Nice coffee and nice dessert,1
nice food i will come here often,1
Love the salted egg popcorn chicken here!  such a chilling place to sit whole day with a good coffee ,1
"What can I say... I love it! The menu makes me want to try it all, slowly and surely I'll try out all of the menu.",1
The most relaxing cafe in kmn. Execellent environment within kmm area. Highly recommended cafe to all my fren.,1
Memang bestt...,1
terbaik..makan sapa nyandor ,1
Sedap!!!!!,1
Terbaikkkkjkkkk.. Cenggini !!! Hahaha..,1
KLCC...best...,1
First time rasa..memang sedap.Nanti nk order everytime balik Dungun 🙂,1
Burger paling sedap n murah di negeri trg,1
nice laksam...would be coming back here again next time,1
"Come k.terengganu must come On The Way try food and drinks,delicious food and many choice of drink price are acceptable for everyone... ���",1
Terbaikk Ontheway Grand Restauran..memenuhi citarasa..Sedap..,1
Ontheway memey terbaekkk,1
Makanan sedaplah jugak....,1
walaupun food sampai lambat skit tapi sedappppp.,1
"Makanannya sedap2 belaka..layanan memuaskan dan tempat mkn pun selesa..dapat duit raya lg. �
Terimakasih ONTHEWAY GRAND RESTA...
InshaAllah kami akan dtg lg...",1
Makan nasi goreng kampung dengan ikan tidak segar dan digoreng  keras. Keropok goreng kurang sedap. Kualiti makanan perlu dijaga sesuai dengan harga dengan tempat yg agak selesa.,0
Mmg makanan tiptop sgt2,1
On the way grand restaurant terbaik...mmg x menyesal mkn kt sini...��,1
service baik punyaaaaa.....puas hati...dok cayr meh la tra skali boh....,1
servis yg sgt lmbt.. sejam menunggu mknan.. customer dtg lmbt dpt mknan dahulu... portion menu x sesuai dengan harga.. chicken  grill sebesar tapak tgn knk2 pda harga rm12.. mmg xberbaloi.. 1st n last time pergi...sorry,0
Layanan tip top....makanan best terutama sekali roti telur lelehhhh,1
Saya suka menjamu selera di restoran Cahaya birai tangga,1
everything is delicious. very recommend ,1
Maaf sekadar teguran untuk perbaiki lagi servis dan attitude staf.,0
"Variety of food, fast service and good ambience.",1
must try.. best food in town,1
good food n coffee..faster service..five star i give,1
"Best wifi , best service , best staff",1
I usually eat here if I visit KT nice cuisine foods pirtion is more than enough for an order. Service is good,1
"I love the curry mee, Western dishes, ABC and Tom yam",1
"tasty food,large portion , affordable ,will come again.",1
Not efficient workers. We wait too long and they like make dont know. Never respect customers.  Realy very disappointed with Plan A restaurant workers.,0
Great place to eat. The ambience is good and very cozy.  Love the foods.  A  wide variety of foods  at a reasonable price.  Thank u for the attentive and friendly staff . Thumbs up for that. We enjoyed our meal.  Highly recommended. We will be back soon.,1
"I love this restaurant the food they serve is very delicious and many choices at the menu, many group meals and this is affordable about the staffs they are awesome very accommodating and friendly staffs overall 5 star for me 🌟🌟🌟🌟🌟 hope to go back here soon good job and keep it up.",1
"With a wide variety of snacks, you'll definitely find what's best for you.  Different beverages to try, all defines its authentic deliciousness.  Never A waste of money.  Full and be satisfied. Must-try!👍",1
"The food are well prepared and taste good, with friendly staff. Well designed and comfortable place. I will be coming back whenever I have the chance. Recommended to everyone.",1
This restaurant is awsome. They have a nice food and healthy food . I want to recommend this restu for having a good job. 5 stars,1
i like the foods so much.. superb! aside from food quality it is also affordable.. and the staffs are very accomodating with sweet smiles on their faces.. the restoran itself has a nice ambiance.. worth recommending,1
"I love the food especially the marmite chicken with rice it is sweet and tasty the milk tea so milky i love it ! I really want to go here again with my friends, highly recommended if you are food lover you should come and try the best of the best food they offer.",1
"I super enjoyed my dining experience here! I love all the food and ambiance here! This restaurant is very affordable and reasonable. Definitely recommeding this to my friends and family! I will definitely return and dine here again! For a foodie lover like me, you will definitely enjoy it here. More power!",1
"Restoran Plan A offers good food, the ambiance is nice and the staffs are friendly.  I will definitey come back to try their other dish.  Its open until 1am so when you feel like eating in the midnight you should come here.",1
I just love it. Most if the food is irresistibly scrumptious.,1
Complained to the staff about burnt fried dumpling. The reaction was “Oh yang buat tu dah tahu terlebih goreng. Maaf ya” �. Bad customer service. Wont come again.,0
"The workers at the front line was bickering over an order that was wrongly made, and the male worker keeps on saying 'bodo bodo' to the female worker. It was like a sexual harassment just because the female can't exactly do anything but argue with him so she finally walked away. So unethical. That really ruined my family dinner & celebration. Hello, solve the matter professionally! They were so loud but there were only a few customers so they don't pay attention to any of it. The manager should check the CCTV or something. 12/3/3019 some time at 11.30pm. Other workers just watched them as if nothing is going on.",0
"Overall was not good... Our family dinner ruin by the salt.. 
Chicken grill was so overcooked.
Fish pooridge fell masin to.
Nasi goreng also masin.
The first and the last here",0
"Nice interior design, very comfortable. The food was nice. Friendly staff. Highly recommended.",1
"Not really Plan A, should not be in your plan 👎",0
The foods are very tasteless...i really hate it...i have  eaten the worst butter chicken ever at here...no one can beat Uncle Chua's butter chicken...seriously im very dissapointed with the taste of the foods....,0
its nice....yeah the food little bit heavy but..malaysia kind of likes it...,0
"The food is okay.
A little more weight will be ideal",0
"need to improve especially food taste, otherwise all be ok",0
The rice is not well cooked. Poorly monitor by the chef.,0
Not recommended 👎.......,0
"Choices of menu good. Environment very cosy which means good. Parking lots naaahh. Prices quite expensive. Should try to reduce rm1 to rm3. Food portion should be equal to the price. Or else it will let you down. Taste can be improve. I had grilled chicken with fried rice. But tasteless. or another initiative is to put salt,pepper,sugar, soy sauce on the table.",0
"2nd time going to the restaurant.  Ordered chicken chop with mushroom sauce(tasteless), spagetti oglio so so. Overall its like u are ating goreng pisang with menate steak price. Please upgrade.tq",0
Heavy price at simple food & drinks... most of food are too a lot but not delicious,0
"Good food but the owner is Chinese. Same owner with Uncle Chua I guess. So for Muslim, think twice before you go there",0
Green tea latte spoiled.. Aglio Olio superb and yummy.,0
Makanan masin. Order ayam marmite dan salted egg chicken sangat masin. Portion dah banyak tapi masin sangat makanannya. Harap diperbaiki sebab restoran cantik dah tapi makanannya terlalu masin,0
staff lelaki yg chuby2 skit pkai cap.. rude skit.. maybe staff tu kne belaja adab.. mknn overall tawar.. thats all😑,0
"Good service,makanan sedap",1
"servis bagus, makanan pun sedap..menepati selera",1
makanan sedap dan harga amat berpatutan.,1
Order spageti bolognese tak sedap langsung.buat sendiri dirumah jauh lebih sedap..Plan A kehabisan bay leave ke? bolognese WAJIB rasa herbs! no ⭐ rates.sorry.,0
trbaek murah huwawawawaw dap2,1
nothing special except the prices,0
tukang masak terbaik nama.lokman,1
sedap kena dgn selera..👍 nanti boleh cuba makanan lain pulak 👌🏻,1
Memang terbaik. Makanan sedap giler.. Layanan padu.. Boleh dtg lagi kalau dtg ke kuala terengganu..,1
"Saya ejen Takaful Malaysia yg selalu pergi restoren ini.  Hari ni 26/9/18, jam 11.42. sy datang berbondong2 bersama keluarga dalam cuaca yang panas. staf tidak peka dan tidak mengalu2kan kedatangan. sangat memalukan dan tidak profesional.
staf bgtau restoren dibuka jam 1200 s3dangkan signboard depan restoren dan dalam FB menunjukkan jam 11.45 pagi. sy da minta staf turunkan signboard dan minta jumpa pengurus. x dilayan... Layan Pizza lagi best, x sakit hati...
sekian terima kasih. ",0
".suka mkn kat sini..boleh d katakan tpt fav. Me,husband and child mkn kat sini..sy suka mini pau..anak2 suka popcorn chicken..",1
"Environment ok. Menu byk.tp nasi goreng bersama chicken chop yg dipesan,nasinya keras dan kering.hmpir sangkut kat tekak dibuatnya. Mee goreng plak sgt tak sedap. Tastelesss... Aduhai..kecewanya...",0
Dop dap mne,0
"Giler xsedap lasom..kue tiew goreng yg basic tu pom xsedap,petai seafood mcm gaul dgn rempah ikan bakar...tau la kedai2 mcm ni hrga die mcm mne,tapi masak la bg sedap..mahal kot bayar",0
Harga mahal x padan dengan portion kecik...soo sad,0
Sajian terbaik cepat mesra banyak pilihan menu yang best,1
roti mariam ada di restoran mek dayang!!! sapa2 ingin cuba bolehlah datang!!!,1
Kedai ni sering jer kami sekeluarga singgah,1
Mknan lambat sapa. Stgoh jam bru sapa jenuh nunggu..,0
Kerang bakor berempoh jadddi ngat kat mek dayang ni... Rugi r piye2 hok dok try....,1
Laksam sedap..kerang bakar lagi sedap...hok mane xmkn lgi..gi ar cuba..,1
bagus..tiada yg merokok..yg merokok jgn merokoklah kalau dtg..,1
yg mn belum dtg lagi..jemputlh singgah ahlan restoran,1
"Bismillahirrahmanirrahim
roti canai nya sedap lembut dan besar...puas hati makam...berbeza sedikit dengan kedai lain...kat dia besar kat lain kecil sahaja...itu lah kelebihannya Ahlan restaurant",1
"trbaik,roti payang nya sdp dn tempat pn bersih",1
"sedappp...puas hati,boleh datang lagi",1
memang sedap dan lazat...roti tempayan kari kambing gred A++++...berbaloi datang dari Dungun untuk menikmati hidangan di Ahlan Restaurant....Terbaiiikkkk!!!...Alhamdulillah,1
The stuff here is really good in this area. The price is fair and worthy of praise 👍🏻 Highly recommend ,1
"Seafood plate noodles, highly recommended 👍🏻 Taste sweet and full of ingredients! And their salted egg sotong!! 🦑🦑🦑🦑 🦑🦑🦑🦑",1
Come support! Delicious and worth it!,1
Original Thailand cuisine. Affordable price.,1
"Masakan #original #bangkok di Kerteh.
Owner yang ramah dan sempoi.. 
Yang pasti #murah #berbaloi",1
sedap paduuu....x rugi.. ayam pat neng... perhh,1
"The food was tasty, properly prepared and a great value for the price, highly recommend it, love thai food so much🥰❤ Support! Support!",1
Best place for dinner & supper with friends⭐️⭐️⭐️⭐️⭐️,1
jarang ade makan arab di dungun ni. kita try tadi sedap doh. ,1
"The best Chicken Chop..
Suggested place for western lover..",1
"Service Lambat. Order dah sejam. Bila panggil tuk cancel order (jika belum buat), diorg ckp dah atas dapur. so, tunggu lagi. hampir 20minit, tanya lagi diorg cakap sory paste habis. So tunggu sia2...😇 
No hard word to say. Balik dengan perut lapar.",0
"lambak.. mungkin tukang masok mc blake skali gus... kne plok ari ni tokey bli gram ade dskaun 70%..dia letok lbih dlm mee kite... bleh than dia gura, mkn mee prcuma garam...",0
makanan byk pilihan...staff mesra...makanan sedap.,1
terbaik lah restoren ni.. mkanan semua sedap2..rugi kalu tak cuba..jom datang ramai2..,1
boleh bawak keluarga mari kat sini,1
Air suam pon sedap.,1
"Marvelous!!!!Semua menu nmpk sedap.
Chicken Chop mmg repeat order la lps ni.",1
Char Kuey Teow Penang terbaikkkk!!!!boleh dtg try test....,1
nice food serve at here..,1
specially for yindians. great food with liquor license.,1
The only bar that serves Draught Beer in town and the East Coast!,1
"Not the normal restaurant taste, more closer to home cook taste.",1
"i went to Tong Juan after so many years craving for the shell crab. but i am dissapointed that dish is not the same as it was before. the coating of the crab last time is a thin layer of fried omlette but now looks like the shell crab was wrapped with thick layer like egg+bread? we order fried rice as well but could not finish the rice, so we asked them to pack the balance of unfinished food. it was lunch time around 12. we reached KL around 6pm, and feeling hungry again i reached for the pack fried rice, but already stale, basi! how come? so sad...",0
reasonable price for stuffed crab n steamed fish,1
Very disappointing that they do not allow takeaway of stuff crabs. What nonsense is this when on their timeline it shows packed lunch with stuffed crabs?!,0
Good food with reasonable price,1
Best baked crab in Mesia. Lobster good too. we're back after 20 years. food is still just as good. ,1
Lots of seafood! No pork!,1
"Yummy, fair price, comfortable environmental hygiene, goooooooooood",1
One of the best restaurants to come to have a decent meal in Cukai town. The Stuffed Crabs and the BBQ Prawns is something not to be missed.,1
"Old place, more than 30 years ago I worked in ""Jugai"" for 2 years and 7 months. This shop is very famous, has been to eat delicious food, too long people have forgotten, everything is delicious.",1
Very nice 👍 & delicious 😋 dinner,1
"This place is overrated for sure. Stuffed crab is OK at best, prawns were over cooked, fried rice was bland and the chicken bits in it has odour - frozen smell. So don't bother, you can find better food else where.",1
Good for family and food is good,1
stuffed crab must go with chili sauce,1
The food here is simply delicious!,1
"I have eaten at a lot of Chinese seafood restaurants in Malaysia, too many to count.......This place is almost too bad to rank in fact it is just rank.",0
Tasty... must give it a try...,1
"Come all the way from JB to eat crabs, hope for crabs here. Crabs are not sweet and not special. Sotong sambal cooked too hard, it feels like it's not fresh and it's rarely taste the same. We ordered two BBQ tiger shrimp here, especially expensive RM39, really not delicious! . . The crab fried rice here is not bad. It smells good. The two of us had a total of RM124.55 here (plus a plate of mixed vegetables and a cup of Tang tea). I think it's too expensive and not worth it",0
"I and my hubby having dinner on 6 Nov, We order stuffed crab, kangkong balacan, Lala and fried chicken. Two of us had stomachache at the night. We went to hospital and is food positioning. It spoil our holiday trip.",0
Is a very nice place. Next time you have a chance to come back to this Dongyuan to taste its crabs and coffee ice,1
I have had much better stuffed crabs before. Overrated.,0
"Liked the Nasi Goreng. But the stuffed crab is a bit dry... But what do I know... That was my first time eating stuffed crab 😁
Would definitely come back again",1
The crabs are delicious + red stone fish steamed,1
"Love the seafood, especially the stuffed crab! A must stop-over for those who by pass Kemaman.",1
"Disappointed with stuffed crab as it was fried and lack the umph. Fair price at RM10 each. But the sotong curry was over cooked (RM28) Fish ball(20pcs) soup was so so(RM28). Kailan so so. To me, it us rather high price as quantity and taste were below par. 4.8/10",0
Quite expensive.,0
The best seafood in Kemanman.,1
"Crab is ok, steamed fish grouper looks like chicken",0
Pretty good meal price is not an issue if it's for a good one,1
Yes the price is slightly more than some other in Kemaman but the quality is good. Stuffed Crab and any of the prawn prawn get my vote as well as Geena's smile!,1
"The stuffed crab is really tempting  cant resist it , two is not enough for me  i want more",1
Stuff is getting too touristy. . Price wise,1
Year after year it tastes worse. Not a bit of taste is too outrageous. The price is killing me.,0
"Went to this restaurant during Awal Muharam Holiday 2013, and I think this restaurant over charge! Sotong being charge for RM66!! It's not a big portion, there were only 4 of us. 2 senior citizens and 2 female. We ended up paying RM200++ for 4 stuff crab (RM34), 4x tiger prawn (RM48), Crab meat fried rice (RM24), Steam red Garaupa (RM55), Fried Sotong (RM66), fried bean (RM20) and extra RM8 for not sure what is that, maybe wet tissue we used.
I was shocked when i received the bill.. its way too expansive!!
I asked why the sotong being charge so expansive, the guy said because it’s a big size sotong.
I don’t think a big size sotong worth that much.
Be careful when you walk in, ask the price before you order. There is no price listed on the menu.",0
"Ketam special, siap ade lobster.... memang best...siapa x cuba rugi...",1
"Convenient parking, just a little hot",1
Rempah ikan bakar terbaik,1
"Delicious ikan  bakar, nice views and  thanks bos  belanja  kopi ",1
"1) layanan bagus.x perlu tunggu lama, waiter sampai n ready amik order. siap bagi cadangan utk menu.
2) masa penyediaan makanan pantas.
3. persembahan mknan cantik dan nmpk menyelerakan.
4) makanan sedapppp!👍🏻👍🏻
5)ada misscommunication tp pihak restoran bertanggungjwb dgn silap fhm n dpt selesai dgn cara terbaik!",1
"nasi goreng ikan sedap..
servis ok..
suasana santai..",1
rempah ikan bakar 👍👍..sotong celup tepung pn tidak mengecewakan😋..pekerja2 pn bagus...😍😍,1
"servis makanan slow sikit tapi makanan alhamdulillah sedap
",1
"makanan laut yg power dan kentang goreng yg menggegarkan kepala...
",1
sejam tnggu . makanan stay tksmpai jgk . org lain dtg lmbt cepat pulak smpai 😊,0
Rempah ikan bakar mmg terbaik ,1
"Harga murah,rempah jahat ngat",1
rempah ikan bakor tiptop!!,1
excellent food throughout!,1
Highly recommended for those who like Chinese cuisines and halal!! This is my 2nd time having dinner while visits Terengganu.....Come laaa...,1
"Went to eat here last night and the food was delicious. We had the Nyonya Steamed Fish, Soft-shell crab with salted egg batter, kailan with salted fish, Sotong celup tepung, Tom yam soup, Santan prawn and mango kerabu. Will definitely recommend this restaurant to friends and family.",1
"very horrible customer service
highly not recommended for dine in",0
"ikan 3 rase,daging black pepper marohhhhh 😁 rugi x try sepmungggggg",1
Nice environment . Staff are great and friendly,1
Good service environment food OK drink less choice,1
"So happy that Klang have such a spacious place for beer, food and entertaintment. They have live music daily and very good promotion for beer. Must order the luncheon meat stick, char kuey teow, chicken wings and also the chicken chop. Price is very reasonable. They have a few darts machine too.",1
Good place to hangout and chill 100% recommended,1
nice food and good environment❤️,1
"Klang's only comprehensive: comfortable breathable, elegant environment, wide venue, suitable for a large bar restaurant. Be sure to come!",1
Nice place and environment ,1
Nice place even also environment good ,1
"Nice environment
Good service",1
"Nice place to chill v friend🍻very comfortable, relaxing n suitable for gathering",1
"Highly recommend 🌟🌟🌟🌟🌟
The restaurant environment is clean and clean
A chat party and a drink is definitely a great place to have.
The food tastes great 😋 suitable for taking family with you
V VIP rooms can also be booked here",1
Great place with big space and cooooooolll weather...  love it ,1
Good and Fantastic Environment for dining and Corporate Events. Cold Fresh Draught beer await you. Suggest to book table before come over to avoid waiting.,1
Very nice place with great value,1
nice place! largest in klg,1
Amazing place for a great dinner or any celebration with family & friends 🍾🎉 Definitely will be back again! 😍,1
nice place .I really enjoy,1
"Amazing place to hangout with Friends ... Cool weather with chill Beer and Big Wine List 🍷.. 
Great place for family .. 
VVIP Room For Buddies 😎
Live Band 🎵 🎶",1
come the place it's a very nice Musical place,1
Very nice and chill place,1
nice place for gathering with friends,1
Its very Big Place to chill with your Family,1
Nice place to chill v fren & family gathering ,1
Good place to chill with family & friends,1
nice place,1
really nice .................,1
big place with chill beer,1
nice,1
"recommended to dine and celebrate here ,Arabic taste with reasonable price and great service from staff .",1
"Authentic Arabic taste rarely found in Selangor with reasonable price and great service from staff
recommended for special event and family weekend",1
Love to dine and celebrate here... we are like one family... lot of love,1
"Nice place to hangout, good service from Vicky.",1
Ilove the food and the staff Vicky is very nice and approachable. ,1
Thank you Vicky for the great customer experience,1
eyes catching view klcc .. friendly manager and staff..good food ..,1
"Desserts are well served, Vicky is an accomodating crew.",1
"This place should be on the bucket list when you visit Kuala Lumpur. The price is very affordable for it's taste and each servings is good for sharing. The staff are very accommodating, maybe it's because the majority of them are Filipinos so they are good at hospitality. Kudos",1
"Prefect view
Nice decoration",1
I like this place awesome,1
"Night view of the beautiful Gemini Tower and Kuala Lumpur Tower, very beautiful",1
"its was a such a nice place to eat with your family, the staff was so friendly & soo kinddr . always smileee and helpful 👍🏽 will always come backkk !!",1
"Authentic taste, affordable prices, and extremely lovely Arabian vibes! ",1
"Recommended by my friend to dine at this place. I enjoyed the food here. good flavour, big portion and reasonable priced. Will be back ",1
"Nice dishes, ample parking and recommended to all",1
The food are the best ! The price reasonable ,1
All foods were so good. Very recommended ,1
"GOOD PLACE.. GOOD TASTE
RECOMMENDED",1
"The food is awesome and we enjoyed very much.",1
"good, delicious, recommended!",1
highly recommended! good food with reasonable price,1
I had a very delicious food! Thank you so much ,1
yes.the food are delicious big portion and great price and very comfortable.,1
The food very tasty especially kunafa,1
Very good services & food,1
"Food, Quality , environment and their service very good. Really recommended who wanna try the taste, and Arabian environment at here. Will come again soon ",1
The best arabic food in town,1
good food & good service,1
Best arabic food..should tryyy ..staff also friendly..,1
ordered for lamb kebab wrap but received lamb kebab.,0
"Saya rekomen makan kt sini, mengimbau makan ketika umrah.",1
recommended arabic restaurant,1
Alhamdulillah hv a delicious food ,1
"Really sorry but it was bad experience for our family.
Mangkuk dan pinggan sumbing, 1kg Lamb + rice (utk 5 org) but don't think that was 1kg. Sorg dapat seketul daging kambing yg bukannya penuh Daging. Sampaikan perlu ambil another couple set Hanya utk Daging kambing tu. Shawarma pun tak sesedap dan penuh seperti yg di war2kan. Overall makanan Tidak sama langsung dgn yg ditunjukkan di dalam menu. Datang kerana review yg gah tapi kecewa dengan segalanya. 1st and last.
BTW, the lady owner/supervisor told us that they will contact us (don't know why but maybe for apologize) but until now there's no text or call from them. Kami lunch di sana pd 10 Sept 2023.
Update: The PIC wsp me after look at the review that I wrote and hehad apologize sincerely. He told me on that day, almost all the senior staff hv a app with immigration dept. Only the new staff working on that time.  Accepted his apologise n the case closed.",0
Makanan sedap kena dengan selera saya dan keluarga. Kuantiti banyak. Saya akan datang lagi. Perkhidmatan bagus.,1
Sedap makanan dia. Best sangat...,1
the best nasi arab in shah alam.. ,1
"Assalamualaikum, hai... makanan disini sedap dah 3 Kali repeat dah hidangan couple set boleh makan utk 3 hingga 4 orang makan. so puas hatilah Dan kunafa mmg sedap rasa kat arab.. hehe.. so sape yg nak makan makanan Arab kat sinilah jugak tempatnya...",1
the best nasi arab in shah alam.. ,1
"Duck is as good as Village Roast Duck, but prices are more reasonable. Friendly staff too. Can call up to reserve and fix a time to collect.",1
"Maybe road side pick up will b good 🤩. Very good
",1
Roasts were excellent and very friendly service.. ,1
"love the duck and the sauce, it's so good. highly recommended.",1
Goose must try items here.,1
"Nice ambiance, good food and drinks. Recommended ",1
One of the most disappointing portion for Premium Salmon Steak. RM55 same size as my thumb. Thank you for the past experience and this will be the last. for any future customer please becareful know what you order,0
"Always happy to be here , always maintain food quality and great service . Atmosphere is good",1
"First time come here. Excellent service, food and friendly staff. Will come back here again.",1
"Everything is fantastic!
Food delicious Comfortable Place and Veryyy good service!",1
"great lamb grill skill, the steak needs a little improvement",1
Had lamb shoulder for dinner. Meat was thick compared to other places. Kitchen close at 9pm today and it's Saturday...so go early.,1
"I had a dinner with my wife at this restaurant. Going by the website, we were expecting a great evening.
1. Appetiser
- Cream of Tomato and Cream of Mushroom soups were very tasty. I recommend.
- Garlic bread was good; right amount of garlic.
2. Mains
We ordered:
(i) Chicken Navarin
- very disappointing.
- over-cooked chicken; very chewy.
- bland sauce; felt more like 'maggie' soup than a vegetable stew.
(ii) Lamb Shoulder
- not consistently cooked; ranged between fully cooked and rare.
- mint sauce was quite good.
3. Desert
- Tiramisu and Creme Brulee was OK - have tasted better.
4. Overall service
- Waiter brought us our mains while we are still drinking our soup. And waited for me to clear the table for him to put down the mains. Not professional enough to realise that:
(i) we were not done with the soups.
(ii) one main is here and the other is not here.
- He was not happy that we told him that we need more time. Felt as if he was rushing through service so he can go back to 'play on his phone' (which we saw).
- Strongly not recommend to have such waiters who show attitude to customers.",0
"my first experience dine-in, the food is great with reasonable price and the service is great..",1
Had a date with my boyfriend. Everything went smoothly. The service also great and friendly.,1
Nice ambient and food is good.,1
should try the pastas and burgers,1
"Good environment, nice food, affordable price, friendly staff.. why not?",1
"Good food with reasonable price, fast service and warm ambiance",1
Really good foods n good ambient.. suitable for family celebration.. staff are friendly and helpful.. highly recommended ,1
"Good food, good service and pleasant ambience...reasonably priced ....recommended",1
Delicious food and environment,1
highly recommended! 4.5/5 ,1
"Had dinner here with a few of my colleagues and all of us enjoyed dinner very much! Every dish was cooked perfectly and well presented. We ordered the teriyaki salmon & mushroom alfredo pasta, chicken confit aglio olio, belacan seafood aglio olio, beef steak (the potato gratin was really good!), salted egg & tempura prawn alfredo and beef pizza. Oh! We also had the chilli clams (comes with 2 slices of toasted baguette) as appetizer!! Will definitely revisit with my family and more friends.",1
"Good taste and price.",1
"Love the ambient & food, staffs are friendly and foods are superb with reasonable price, will definitely come back for more ",1
"I love everything about the place - ambiance, staff are nice, food is good, prices are reasonable & best of all it has 3 pokèstop !! �",1
Relaxing ambiance..friendly n good service..love this place..,1
"My favorite place to having dinner. Friendly staff, good food too!",1
"I didn't get a chance to try their mains, but
WORSE ICE CREAM SUNDAE & TIRAMISU EVER.
Ice Cream Sundae - half melted ice cream coated in bitter coffee powder. 
Tiramisu - layers of heavy cream and coffee powder. Tasteless.
I hope their mains are better.",0
"When there for a Birthday celebration only to wait for 45 minutes for my entree to come. Well, the wait wasn't worth it.",0
"Dear Bon Appetit, today I visited you guys with my fellow colleagues. I really love the ambiance and the interior deco, very welcoming 🙂 However, our food came quite late, and some of our orders were forgotten/left out. Thanks to one really polite waiter (Rana), who was kind enough to serve us free fruits and cakes as compensation for our waiting time, we left with somewhat satisfied tummies. Food was nice, just one thing though: Why does your fish and chips as well as lamb chop has three pieces while your grilled chicken has only one piece? In my opinion, the portion for grilled chicken is too small. Way too small for a small eater like me. If you can take note of this, I would have given you 2 thumbs up ",0
Not sure whether is an honest mistake but we order their new year set for chicken cordon bleu and came with the wrong order of fish as main.. when i ask the set menu to change the main. . I was told all other main is finished and was serve with the wrongly made fish as main.. coincidence? If i was informed all finish except fish.. i rather not to choose this set course..,0
Another awesome experience at Bon Appétit today. Great lunch offerings. Must try the Hot Lemon Tea.  Special mention to Eka who took care of us.  Keep it up!,1
I love the food and service. I'm sure going again.,1
"As a pasta joint, you ought to know, and have different types of pastas to be served. The manager clearly was clueless when asked what type of pastas are available. Secondly, your spaghetti's tastes and texture is horrible. Aldente nowhere to be found, instant noodles more like it. Without any drastic measure to review your management, you're definitely wont be having repeat customers. Certainly an insult to all pasta lovers out there, but then again you get what you pay for.",0
"As a pasta joint, you ought to know, and have different types of pastas to be served. The manager clearly was clueless when asked what type of pastas are available. Secondly, your spaghetti's tastes and texture is horrible. Aldente nowhere to be found, instant noodles more like it. Without any drastic measure to review your management, you're definitely wont be having repeat customers. Certainly an insult to all pasta lovers out there, but then again you get what you pay for.",0
The last time I patronised a restaurant by this name was at Yow Chuan Plaza in the late 80s. Oh how I loved that place  I think I've just rediscovered it's reincarnation,1
I am so bumped to find their tiramisu increase in price by 30% while its portion decrease by 20%!!! Sniffs.,0
"The service was friendly with a personal touch, we made a mistake and ordered bacon pasta thinking it wasn't beef, but they gladly changed it to chicken for us even after the food was served. Environment was so lovely, we're secretly wishing people won't discover the homeliness and over - crowd this sweet humble hut. It's a great and affordable place to date, mingle and dine. Will definitely return for more!",1
"One of my favorite hangout spots in PJ, nested within the quaint Oasis Square. I've been a regular since Epiphany days and still enjoyed coming over to chill and dine. Food is decent and innovative, and coffee is great! My favorites are the desserts and cakes.",1
Bad customer service and rude to customer . Nvr encounter such a service from a FnB outlet. Bravo to whoever manage ur FB PR...,0
The food is good.. The people is nice and for me..  a place to hang out and chill.. Perfect ,1
"It's awesome place,  awesome food,  awesome service...  hahaha..  u will never ever regret to come to this place..  ",1
"great people services, cozy environment, good chef makes nice food on table",1
The mutton pasta is really good! Can't wait to try the others too,1
Very decent meals with creativity. Staffs were friendly and helpful! Coffee was slightly disappointed though.,1
The food is awesome and I know it. There's a awesome chef cooking food there and I know it's good!!,1
"Love this place! I remember my first time there and tried their shisha, mind blowingly good! I ordered their lamb, it was superbly delicious, nicely seasoned, and cooked perfectly. Parking there can be a little hard during peak hours, but that's not stopping me from going there.",1
nice and great enviroment provided while foods soooo tasty!!,1
we always come here for their shisha n food unfortunately  this time the portion is so small... Especially their Arabic food n chiken chop! the portion i soooooo small..they reduced the amount of rice and the lamb.. u better do something or u will lost ur customer!,1
"Nice view, comfortable. Food is delicious.. Boss is nice and handsome�",1
"Nice place to hangout.
Food is good
Drink is good
Shisha is champion",1
Good place to Chill. They even have indoor place to chill on Couch with hookah. Cozy feeling. Relax place not too noisy. Food is good especially the Chessy Wages. Come drop by to have yoir favorite Hookah Flavour. �,1
Place is great food is great ppl who surve food very polite I will strongly recommend you guys to come chill & relax here.  ,1
Perfect place to hang out at....very comfortable and nice place...,1
take forever to deliver the food...,0
"Good food, good staff n very good price value for money . Parking area also provided..",1
superb food with an extraordinary enviroment. Plus a very reasonable price ! ,1
"Recomended, good ambience good food, comfortable",1
good place & affordable price ,1
Good food n service n nice place,1
"Layanan yg baik, mknn sedap & service cepat..",1
Menu western memang sedap standard hotel,1
